Date,Timestamp,Open,High,Low,Close,Volume
20161019,14:00:00,1.23011,1.23084,1.22795,1.22844,22853.7298654318
20161019,15:00:00,1.22844,1.23058,1.22808,1.23,24877.8698424101
20161019,16:00:00,1.22997,1.23084,1.22899,1.2294,24232.8498716354
20161019,17:00:00,1.22938,1.23218,1.22866,1.22874,25305.9298768044
20161019,18:00:00,1.22873,1.2302,1.2273,1.22783,23366.9798773527
20161019,19:00:00,1.22783,1.22785,1.22536,1.22755,16918.0499399006
20161019,20:00:00,1.22755,1.22817,1.22589,1.22673,10119.2899502516
20161019,21:00:00,1.22673,1.22785,1.2265,1.2271,13535.6899306774
20161019,22:00:00,1.2271,1.22791,1.22702,1.22744,8602.44996726513
20161019,23:00:00,1.22744,1.22886,1.22744,1.22859,6468.3699747324
20161020,00:00:00,1.22859,1.22919,1.22802,1.22855,3464.03998541832
20161020,01:00:00,1.22863,1.22937,1.22819,1.22886,6455.60998511314
20161020,02:00:00,1.22886,1.22937,1.22831,1.22937,6262.27996885777
20161020,03:00:00,1.22937,1.22947,1.22757,1.22906,11430.2499630451
20161020,04:00:00,1.22904,1.22934,1.22825,1.22887,14515.3099451065
20161020,05:00:00,1.22887,1.22979,1.22873,1.22959,10104.3499485254
20161020,06:00:00,1.22959,1.22966,1.22867,1.22878,8484.18995404243
20161020,07:00:00,1.22878,1.22916,1.22756,1.22757,11012.9799224138
