Profit,Trades,Profit Factor,Expected Payoff,DD %,LAP0100,BrkOutPip0100,ChanFactor0100,AnalysisMin0100,HourEnd0100
35.04,92,1.74,0.38,0.0952,120,20,60,900,21
41.87,139,1.61,0.3,0.114,40,100,140,420,10
29.23,95,1.58,0.31,0.0798,80,80,20,1440,18
49.92,98,2.45,0.51,0.1368,140,180,100,360,11
35.55,117,1.54,0.3,0.0977,60,180,20,1200,18
27.55,91,1.76,0.3,0.0761,160,60,100,660,23
28.54,100,1.53,0.29,0.079,80,80,20,1200,18
39.1,116,1.62,0.34,0.1083,60,100,40,1320,18
29.36,118,1.43,0.25,0.0817,140,200,20,120,6
36.33,147,1.44,0.25,0.1012,20,100,180,1260,14
29.47,110,1.49,0.27,0.0823,40,20,200,840,12
30.73,86,1.71,0.36,0.0863,60,80,20,1440,14
31.89,96,1.59,0.33,0.0898,120,20,40,720,18
43.12,184,1.52,0.23,0.1219,120,120,60,360,19
35.01,125,1.66,0.28,0.0996,40,40,180,540,11
22.6,116,1.41,0.19,0.0644,20,40,180,480,8
27.17,77,1.75,0.35,0.0775,160,200,20,720,17
33.26,162,1.42,0.21,0.095,140,100,80,420,23
51.03,148,1.67,0.34,0.146,140,200,140,420,18
31.61,94,1.67,0.34,0.0908,20,20,40,1320,10
39.39,96,1.95,0.41,0.1136,180,180,100,300,11
45.16,181,1.57,0.25,0.1307,120,120,60,360,18
27.82,97,1.58,0.29,0.0807,100,160,20,840,17
25.22,94,1.52,0.27,0.0733,140,20,40,720,20
47.87,159,1.55,0.3,0.1402,140,200,140,420,22
34.67,69,2.34,0.5,0.1019,60,200,140,360,3
26.74,114,1.42,0.23,0.0794,40,100,40,900,13
49.4,139,1.7,0.36,0.1472,140,200,140,420,17
33.86,85,1.88,0.4,0.1013,140,20,180,420,11
37.29,91,1.88,0.41,0.1125,140,200,140,420,12
40.65,111,1.75,0.37,0.123,60,200,140,360,8
28.27,107,1.43,0.26,0.0861,20,20,160,480,6
26.36,104,1.44,0.25,0.0804,80,120,20,1200,23
23.19,90,1.51,0.26,0.0708,140,20,40,660,17
28.11,104,1.54,0.27,0.0859,200,80,140,420,17
28.93,184,1.31,0.16,0.0888,20,200,40,1020,17
33.3,183,1.37,0.18,0.1025,20,100,80,1140,18
28.5,104,1.48,0.27,0.0882,140,40,40,600,18
29.84,97,1.57,0.31,0.0929,160,100,40,600,19
29.1,98,1.56,0.3,0.0907,20,160,120,540,6
45.24,156,1.52,0.29,0.1413,140,200,140,420,20
28.87,130,1.37,0.22,0.0903,20,40,80,1140,12
23.78,147,1.35,0.16,0.0748,80,60,80,480,16
28.8,113,1.41,0.25,0.0906,200,100,20,300,13
32.19,89,1.77,0.36,0.1021,80,100,160,1260,16
24.01,150,1.25,0.16,0.0765,20,20,200,1020,14
29.8,94,1.62,0.32,0.0951,20,40,20,1200,10
21.93,84,1.46,0.26,0.0704,140,20,20,780,17
44.51,148,1.53,0.3,0.1439,40,180,200,1080,18
18.38,88,1.36,0.21,0.0598,40,20,20,1320,11
28.03,81,1.72,0.35,0.0921,120,60,20,360,9
35.74,129,1.39,0.28,0.1184,60,40,40,180,4
25.26,138,1.43,0.18,0.0841,100,40,120,540,20
25.49,137,1.3,0.19,0.0851,20,160,20,1200,13
25.49,137,1.3,0.19,0.0851,20,40,80,1200,13
35.76,189,1.34,0.19,0.1198,20,160,80,1260,20
25.38,65,1.88,0.39,0.0851,180,100,140,720,16
28.86,151,1.33,0.19,0.0972,40,200,20,1080,21
27.91,105,1.51,0.27,0.0954,160,40,80,300,11
25.16,137,1.31,0.18,0.087,60,80,40,600,16
30.75,149,1.34,0.21,0.1067,40,20,180,1020,18
26.37,132,1.31,0.2,0.0922,60,80,40,660,16
24.12,62,1.78,0.39,0.0854,140,180,200,840,11
29.02,178,1.33,0.16,0.1053,20,40,180,1140,17
27.49,128,1.48,0.21,0.1011,60,80,80,600,15
23.09,119,1.35,0.19,0.0858,200,80,140,420,20
32.93,115,1.55,0.29,0.1226,60,40,120,1380,18
26.69,137,1.32,0.19,0.0994,20,180,20,1200,13
22.74,103,1.42,0.22,0.0848,160,140,80,240,10
25.18,106,1.41,0.24,0.0941,140,200,100,600,21
20.67,147,1.3,0.14,0.0774,40,160,40,1320,18
30.45,123,1.45,0.25,0.1141,60,120,140,1140,20
25.98,91,1.55,0.29,0.0982,20,20,40,660,8
26.45,116,1.37,0.23,0.1001,20,160,20,480,8
26.45,116,1.37,0.23,0.1001,20,20,160,480,8
23.95,140,1.27,0.17,0.0915,20,140,20,1020,13
20.11,119,1.34,0.17,0.0773,20,40,180,420,5
29.65,151,1.32,0.2,0.1146,40,20,180,1020,19
31.39,122,1.42,0.26,0.1215,60,140,20,1020,18
35.99,127,1.49,0.28,0.1403,100,160,200,600,21
29.23,117,1.39,0.25,0.1144,60,40,40,1320,18
23.61,118,1.32,0.2,0.0931,60,120,20,1200,18
25.69,129,1.33,0.2,0.1021,20,160,20,1320,12
28.86,106,1.5,0.27,0.1152,100,160,120,720,17
31.19,99,1.57,0.32,0.1247,20,180,180,480,5
32.13,118,1.49,0.27,0.1305,120,20,160,180,8
34.67,100,1.65,0.35,0.141,80,180,200,1260,20
25,94,1.46,0.27,0.1021,20,20,20,1320,10
24.98,140,1.3,0.18,0.1031,20,40,80,1020,13
19.31,77,1.48,0.25,0.0797,80,20,20,1200,14
29.95,82,1.75,0.37,0.1273,120,160,160,1020,20
27.89,114,1.4,0.24,0.1187,20,20,100,660,10
26.01,129,1.33,0.2,0.1109,20,40,40,1320,12
26.01,129,1.33,0.2,0.1109,20,20,80,1320,12
24.37,122,1.34,0.2,0.1056,60,40,80,1200,20
24.1,158,1.24,0.15,0.1045,60,80,40,660,23
24.76,186,1.27,0.13,0.1078,20,160,40,1080,18
18.95,167,1.2,0.11,0.0841,160,100,40,360,23
30.61,106,1.51,0.29,0.136,80,180,140,480,12
25.32,65,1.82,0.39,0.1139,180,120,180,720,16
31.32,149,1.3,0.21,0.1434,140,20,140,420,18
22.49,118,1.3,0.19,0.1072,60,140,20,1200,18
23.15,147,1.26,0.16,0.1107,20,20,160,1200,14
23.61,152,1.34,0.16,0.1148,20,40,140,60,2
26.68,188,1.23,0.14,0.1324,40,80,180,480,14
24.34,100,1.41,0.24,0.1209,140,140,180,660,23
22,136,1.27,0.16,0.1093,20,20,180,1320,13
17.2,151,1.19,0.11,0.0871,40,60,200,1440,22
26.34,121,1.36,0.22,0.1346,120,60,20,420,14
20.16,89,1.36,0.23,0.1031,120,20,20,660,16
26.92,190,1.22,0.14,0.1388,20,100,180,1440,23
21.96,189,1.18,0.12,0.116,20,20,200,1020,18
21.03,162,1.28,0.13,0.1117,140,40,140,420,23
19.39,82,1.42,0.24,0.1038,140,20,20,360,10
25.26,140,1.31,0.18,0.1361,80,140,100,660,23
19.81,141,1.22,0.14,0.1078,60,100,20,720,18
26.41,182,1.24,0.15,0.1441,40,80,180,480,13
16.82,106,1.28,0.16,0.0925,80,20,60,900,18
18.1,185,1.15,0.1,0.1,20,200,20,1020,17
18.1,185,1.15,0.1,0.1,20,20,200,1020,17
22.95,125,1.31,0.18,0.1272,20,20,60,600,10
23.09,93,1.42,0.25,0.1308,160,160,180,600,18
18.7,120,1.25,0.16,0.109,60,20,80,1260,20
18.82,162,1.19,0.12,0.1102,20,20,160,240,4
22.39,265,1.14,0.08,0.1312,40,60,180,60,7
12.31,76,1.32,0.16,0.0722,20,20,20,300,2
19.41,68,1.53,0.29,0.1145,180,160,120,840,23
16.02,114,1.23,0.14,0.0982,40,80,20,1140,14
23.42,192,1.19,0.12,0.1457,20,100,180,1260,23
21.6,94,1.36,0.23,0.1357,100,180,200,1080,18
22.96,174,1.18,0.13,0.1455,100,180,200,300,12
19.28,190,1.16,0.1,0.1247,20,200,20,1020,19
19.28,118,1.28,0.16,0.1259,80,40,80,360,10
21.59,140,1.25,0.15,0.1423,80,140,100,360,11
15.83,151,1.17,0.1,0.1049,20,20,200,180,3
14.27,97,1.27,0.15,0.096,140,20,40,660,18
20.64,252,1.15,0.08,0.1392,160,180,40,120,18
19.88,80,1.4,0.25,0.1357,40,200,200,360,3
15.24,95,1.27,0.16,0.1059,120,20,20,840,21
20.65,186,1.18,0.11,0.144,20,180,80,960,17
15.76,110,1.24,0.14,0.1102,80,20,180,480,13
12.35,107,1.21,0.12,0.0869,100,60,20,840,20
18.27,191,1.15,0.1,0.1391,20,40,100,1140,21
13.33,87,1.26,0.15,0.1049,20,20,20,780,9
16.35,137,1.18,0.12,0.1299,20,20,100,1260,13
11.75,101,1.21,0.12,0.0935,140,20,40,660,20
18.39,132,1.23,0.14,0.1479,80,20,180,480,15
10.85,93,1.19,0.12,0.0876,140,20,20,780,22
15.02,176,1.17,0.09,0.1241,160,160,40,180,11
15.07,108,1.26,0.14,0.126,20,20,140,120,2
12.88,142,1.15,0.09,0.1115,40,120,20,1260,17
13.78,149,1.17,0.09,0.1193,40,140,60,1440,21
15.32,184,1.13,0.08,0.1331,20,100,40,1380,18
10.51,82,1.22,0.13,0.0914,20,20,20,240,2
12.57,110,1.2,0.11,0.1117,20,20,40,1020,11
8.22,99,1.16,0.08,0.0758,20,20,40,480,5
14.09,158,1.14,0.09,0.1354,100,60,60,480,22
14.6,91,1.26,0.16,0.146,140,20,20,240,8
12.06,187,1.1,0.06,0.122,20,20,200,960,17
12.46,149,1.13,0.08,0.1265,140,40,40,180,10
11.97,226,1.1,0.05,0.1227,180,160,40,180,17
12.51,118,1.18,0.11,0.1375,60,40,20,1320,18
12.51,118,1.18,0.11,0.1375,60,20,40,1320,18
11.46,108,1.17,0.11,0.1265,20,20,20,1440,11
11.06,162,1.1,0.07,0.1255,20,20,180,240,4
10.11,169,1.09,0.06,0.1343,20,160,100,660,12
10.11,256,1.05,0.04,0.1361,20,180,20,540,23
11.02,163,1.1,0.07,0.1489,40,100,160,840,21
11.02,163,1.1,0.07,0.1489,40,100,160,840,20
10.29,166,1.09,0.06,0.1418,40,160,20,840,22
8.18,167,1.08,0.05,0.1149,80,20,140,120,5
9.11,177,1.09,0.05,0.128,40,20,200,780,22
9.27,134,1.11,0.07,0.1314,60,200,20,300,8
7.2,119,1.09,0.06,0.104,20,20,180,420,5
8.89,150,1.09,0.06,0.1383,20,80,20,1020,14
6.41,203,1.05,0.03,0.1224,20,20,200,840,19
5.01,108,1.08,0.05,0.1097,20,20,80,120,2
6.61,285,1.04,0.02,0.1463,40,60,180,60,16
3.54,110,1.04,0.03,0.1414,100,180,100,780,19
2.99,98,1.05,0.03,0.1317,140,20,20,360,11
3.14,97,1.05,0.03,0.141,20,20,20,360,3
1.63,89,1.03,0.02,0.1055,200,20,20,480,17
0.81,240,1.01,0,0.1351,20,60,40,600,19
